Company,Planned Delivery Date Due,Order,Line,,Sold-to Business Partner,Item,Item Code,Item Description,Price,,Ordered Quantity,Unit,Initial Requested Delivery Date,Customer Requested Delivery Date,Original Promised Delivery Date,Planned Delivery Date,Planned Receipt Date,Release Date,Actual Delivery Date,Delivered Quantity,,Delivery Status,Status,Project Reference,Production/Purchase Site,Quantity Type in Package,Sent From WEST,Split,Standard Price
1055,1,SO0000061,30,0,B00001973,SO0000061,WIV_LD            002,AUGUSTCO900L CH=2000,0,pcs,1,pcs,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/23/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,SENN BADENERSTRASSE TH3,ES01N0301,Multiple,No,No,0
1055,1,SO0000061,40,0,B00001973,SO0000061,WIV_LD            003,AUGUSTCO900L CH=2000,0,pcs,1,pcs,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/23/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,SENN BADENERSTRASSE TH3,ES01N0301,Multiple,No,No,0
1055,1,SO0000061,50,0,B00001973,SO0000061,WIV_LD            004,AUGUSTCO900L CH=2000,0,pcs,1,pcs,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/23/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,SENN BADENERSTRASSE TH3,ES01N0301,Multiple,No,No,0
1055,1,SO0000061,60,0,B00001973,SO0000061,WIV_LD            005,AUGUSTCO900L CH=2000,0,pcs,1,pcs,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/23/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,SENN BADENERSTRASSE TH3,ES01N0301,Multiple,No,No,0
1055,1,SO0000061,70,0,B00001973,SO0000061,WIV_LD            006,AUGUSTCO900L CH=2000,0,pcs,1,pcs,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/23/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,SENN BADENERSTRASSE TH3,ES01N0301,Multiple,No,No,0
1055,1,SO0000061,80,0,B00001973,SO0000061,WIV_LD            007,AUGUSTCO900L CH=2000,0,pcs,1,pcs,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/23/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,SENN BADENERSTRASSE TH3,ES01N0301,Multiple,No,No,0
1055,1,SO0000061,90,0,B00001973,SO0000061,WIV_LD            008,AUGUSTCO900L CH=2000,0,pcs,1,pcs,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/23/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,SENN BADENERSTRASSE TH3,ES01N0301,Multiple,No,No,0
1055,1,SO0000061,100,0,B00001973,SO0000061,WIV_LD            009,AUGUSTCO900L CH=2000,0,pcs,1,pcs,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/24/2021 1:00,11/23/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,SENN BADENERSTRASSE TH3,ES01N0301,Multiple,No,No,0
1055,1,SO0000104,10,0,B00001973,,S_HYD_CD,Car Door HYDRA,1509.624104,pcs,1,pcs,11/24/2021 7:30,11/24/2021 7:30,11/24/2021 7:30,11/24/2021 7:30,11/24/2021 7:30,11/24/2021 7:30,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,1605.4
1055,1,SO0000105,10,0,B00001973,,S_HYD_CD,Car Door HYDRA,1648.10116,pcs,2,pcs,11/24/2021 7:30,11/24/2021 7:30,11/24/2021 7:30,11/24/2021 7:30,11/24/2021 7:30,11/24/2021 7:30,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,1780.91
1055,1,SO0000107,10,0,B00001973,,S_EBUS_CD,Car Door ECOBUS,1009.28,pcs,1,pcs,11/24/2021 8:30,11/24/2021 8:30,11/24/2021 8:30,11/24/2021 8:30,11/24/2021 8:30,11/24/2021 8:30,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,1009.28
1055,1,SO0000112,10,0,B00001973,,S_EBUS_CD,Car Door ECOBUS,1009.28,pcs,1,pcs,11/24/2021 10:18,11/24/2021 10:18,11/24/2021 10:18,11/24/2021 10:18,11/24/2021 10:18,11/24/2021 10:18,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,1009.28
1055,1,EO0000004,10,0,B00001973,,S_EBUS_CD,Car Door ECOBUS,1009.28,pcs,1,pcs,11/24/2021 10:42,11/24/2021 10:42,11/24/2021 10:42,11/24/2021 10:42,11/24/2021 10:42,11/24/2021 10:42,,0,pcs,Open,Approve the Sales Order,prj123QQ??,ES01N0301,Multiple,No,No,1009.28
1055,1,EO0000004,20,0,B00001973,,S_WIV_LD,Lnd Door WIV,0,pcs,3,pcs,11/24/2021 10:42,11/24/2021 10:42,11/24/2021 10:42,11/24/2021 10:42,11/24/2021 10:42,11/24/2021 10:42,,0,pcs,Open,Approve the Sales Order,prj123QQ??,ES01N0301,Multiple,No,No,0
1055,0,SO0000078,10,0,B00001973,SO0000078,S_HYD_CD,Car Door HYDRA,950.9485,pcs,1,pcs,11/24/2021 11:11,11/24/2021 11:11,11/24/2021 11:11,11/24/2021 11:11,11/24/2021 11:11,11/23/2021 11:11,11/12/2021 10:05,1,pcs,Delivered,Deleting line.....,,ES01N0301,Multiple,No,No,950.9485
1055,1,SO0000097,10,0,B00001973,,S_HYD_LD,Lnd Door HYDRA,810.759526,pcs,1,pcs,11/24/2021 12:18,11/24/2021 12:18,11/24/2021 12:18,11/24/2021 12:18,11/24/2021 12:18,11/24/2021 12:18,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,810.76
1055,1,SO0000190,10,0,B00001973,,S_EBUS_CD,Car Door ECOBUS,1009.28,pcs,1,pcs,11/24/2021 13:23,11/24/2021 13:23,11/24/2021 13:23,11/24/2021 13:23,11/24/2021 13:23,11/24/2021 13:23,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,1009.28
1055,0,SO0000074,10,0,B00001973,SO0000074,S_HYD_CD,Car Door HYDRA,950.9485,pcs,1,pcs,11/24/2021 14:08,11/24/2021 14:08,11/24/2021 14:08,11/24/2021 14:08,11/24/2021 14:08,11/23/2021 14:08,11/12/2021 11:54,1,pcs,Delivered,Deleting line.....,,ES01N0301,Multiple,No,No,950.9485
1055,1,SO0000071,10,0,B00001973,SO0000071,S_AEVO_CD,Car Door AUGUSTAEVO,582.28,pcs,1,pcs,11/24/2021 20:50,11/24/2021 20:50,11/24/2021 20:50,11/24/2021 20:50,11/24/2021 20:50,11/23/2021 20:50,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,582.28
1055,2,SO0000150,10,0,B00011437,SO0000150,EBUS_CD,ECOBUS CO650O CH=2000,0,pcs,1,pcs,11/25/2021 11:22,11/25/2021 11:22,11/25/2021 11:22,11/25/2021 11:22,11/25/2021 11:22,11/24/2021 11:22,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,0
1055,3,SO0000140,10,0,B00001973,SO0000140,S_HYD_CD,Car Door HYDRA,941.7649,pcs,1,pcs,11/26/2021 6:36,11/26/2021 6:36,11/26/2021 6:36,11/26/2021 6:36,11/26/2021 6:36,11/25/2021 6:36,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,941.7649
1055,3,SO0000141,10,0,B00001973,SO0000141,S_HYD_CD,Car Door HYDRA,1396.13,pcs,1,pcs,11/26/2021 6:51,11/26/2021 6:51,11/26/2021 6:51,11/26/2021 6:51,11/26/2021 6:51,11/25/2021 6:51,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,1396.13
1055,3,SO0000113,10,0,B00001973,,S_HYD_CD,Car Door HYDRA,2066.50363,pcs,1,pcs,11/26/2021 10:08,11/26/2021 10:08,11/26/2021 10:08,11/26/2021 10:08,11/26/2021 10:08,11/26/2021 10:08,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,2219.74
1055,3,SO0000115,10,0,B00001973,,S_HYD_CD,Car Door HYDRA,2068.944473,pcs,1,pcs,11/26/2021 10:08,11/26/2021 10:08,11/26/2021 10:08,11/26/2021 10:08,11/26/2021 10:08,11/26/2021 10:08,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,2176.21
1055,3,SO0000132,10,0,B00001973,SO0000132,S_HYD_CD,Car Door HYDRA,950.9485,pcs,1,pcs,11/26/2021 11:07,11/26/2021 11:07,11/26/2021 11:07,11/26/2021 11:07,11/26/2021 11:07,11/25/2021 11:07,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,950.9485
1055,3,SO0000026,30,0,B00010392,,S_HYD_CD,Car Door HYDRA,0,pcs,1,pcs,11/26/2021 12:21,11/26/2021 12:21,11/26/2021 12:21,11/26/2021 12:21,11/26/2021 12:21,11/26/2021 12:21,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,0
1055,0,SO0000124,10,0,B00001973,SO0000124,S_HYD_CD,Car Door HYDRA,950.9485,pcs,1,pcs,11/26/2021 13:16,11/26/2021 13:16,11/26/2021 13:16,11/26/2021 13:16,11/26/2021 13:16,11/25/2021 13:16,11/15/2021 15:06,1,pcs,Delivered,Deleting line.....,,ES01N0301,Multiple,No,No,950.9485
1055,3,SO0000131,10,0,B00001973,SO0000131,S_HYD_CD,Car Door HYDRA,692.33,pcs,1,pcs,11/26/2021 13:34,11/26/2021 13:34,11/26/2021 13:34,11/26/2021 13:34,11/26/2021 13:34,11/25/2021 13:34,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,692.33
1055,3,SO0000100,10,0,B00011063,SO0000100,S_AEVO_CD,Car Door AUGUSTAEVO,0,pcs,1,pcs,11/26/2021 13:52,11/26/2021 13:52,11/26/2021 13:52,11/26/2021 13:52,11/26/2021 13:52,11/25/2021 13:52,,0,pcs,Open,Calculate Standard Costs by Project,,ES01N0301,Multiple,No,No,0
1055,3,SO0000133,10,0,B00001973,SO0000133,EBUS_CD,ECOBUS CO700O CH=2000,1079.97,pcs,1,pcs,11/26/2021 13:54,11/26/2021 13:54,11/26/2021 13:54,11/26/2021 13:54,11/26/2021 13:54,11/25/2021 13:54,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,1079.97
1055,3,SO0000199,10,0,B00001973,SO0000199,S_HYD_LD,Lnd Door HYDRA,2408.22,pcs,1,pcs,11/26/2021 13:55,11/26/2021 13:55,11/26/2021 13:55,11/26/2021 13:55,11/26/2021 13:55,11/25/2021 13:55,,0,pcs,Open,Calculate Standard Costs by Project,,ES01N0301,Multiple,No,No,2408.22
1055,3,SO0000125,10,0,B00001973,SO0000125,S_HYD_CD,Car Door HYDRA,950.9485,pcs,1,pcs,11/26/2021 14:05,11/26/2021 14:05,11/26/2021 14:05,11/26/2021 14:05,11/26/2021 14:05,11/25/2021 14:05,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,950.9485
1055,3,SO0000047,10,0,B00001973,SO0000047,EBUS_CD,ECOBUS CO650O CH=2000,1009.28,pcs,1,pcs,11/26/2021 14:45,11/26/2021 14:45,11/26/2021 14:45,11/26/2021 14:45,11/26/2021 14:45,11/25/2021 14:45,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,PR-001,ES01N0301,Multiple,No,No,1009.28
1055,3,SO0000110,10,0,B00001973,,S_HYD_CD,Car Door HYDRA,836.21,pcs,1,pcs,11/26/2021 18:27,11/26/2021 18:27,11/26/2021 18:27,11/26/2021 18:27,11/26/2021 18:27,11/26/2021 18:27,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,905.17
1055,7,SO0000045,10,0,B00001973,SO0000045,EBUS_CD,ECOBUS CO650O CH=2000,1009.28,pcs,1,pcs,11/30/2021 13:05,11/30/2021 13:05,11/30/2021 13:05,11/30/2021 13:05,11/30/2021 13:05,11/29/2021 13:05,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,PR-001,ES01N0301,Multiple,No,No,1009.28
1055,7,SO0000045,20,0,B00001973,SO0000045,WIV_LD,AUGUSTCO800L CH=2000,0,pcs,1,pcs,11/30/2021 13:05,11/30/2021 13:05,11/30/2021 13:05,11/30/2021 13:05,11/30/2021 13:05,11/29/2021 13:05,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,PR-001,ES01N0301,Multiple,No,No,0
1055,7,SO0000018,10,0,B00001973,,S_EBUS_CD,Car Door ECOBUS,637.49,pcs,1,pcs,11/30/2021 14:12,11/30/2021 14:12,11/30/2021 14:12,11/30/2021 14:12,11/30/2021 14:12,11/30/2021 14:12,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,637.49
1055,7,SO0000048,10,0,B00001973,SO0000048,WIV_LD,AUGUSTCO800L CH=2000,120,pcs,1,pcs,11/30/2021 14:50,11/30/2021 14:50,11/30/2021 14:50,11/30/2021 14:50,11/30/2021 14:50,11/29/2021 14:50,,0,pcs,Open,Release Sales Orders to Warehousing,PR-001,ES01N0301,Multiple,No,No,0
1055,7,SO0000081,10,0,B00001973,SO0000081,EBUS_CD,ECOBUS CO650O CH=2000,1009.28,pcs,1,pcs,11/30/2021 15:32,11/30/2021 15:32,11/30/2021 15:32,11/30/2021 15:32,11/30/2021 15:32,11/29/2021 15:32,,0,pcs,Open,Approve the Sales Order,asdfghjklòasdfghjklòasdfghjklò,ES01N0301,Multiple,No,No,1009.28
1055,9,SO0000128,10,0,B00001973,,S_HYD_CD,Car Door HYDRA,2262.368682,pcs,1,pcs,12/2/2021 8:03,12/2/2021 8:03,12/2/2021 8:03,12/2/2021 8:03,12/2/2021 8:03,12/2/2021 8:03,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,2415.61
1055,9,SO0000143,10,0,B00001973,,S_HYD_CD,Car Door HYDRA,1150.254,pcs,1,pcs,12/2/2021 9:42,12/2/2021 9:42,12/2/2021 9:42,12/2/2021 9:42,12/2/2021 9:42,12/2/2021 9:42,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,1219.21
1055,9,SO0000144,10,0,B00001973,SO0000144,S_HYD_CD,Car Door HYDRA,738.26,pcs,1,pcs,12/2/2021 10:27,12/2/2021 10:27,12/2/2021 10:27,12/2/2021 10:27,12/2/2021 10:27,12/1/2021 10:27,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,738.26
1055,9,SO0000144,20,0,B00001973,,S_HYD_CD,Car Door HYDRA,1087.386814,pcs,1,pcs,12/2/2021 10:27,12/2/2021 10:27,12/2/2021 10:27,12/2/2021 10:27,12/2/2021 10:27,12/2/2021 10:27,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,1164.01
1055,9,SO0000144,30,0,B00001973,,S_HYD_CD,Car Door HYDRA,1898.354473,pcs,1,pcs,12/2/2021 10:27,12/2/2021 10:27,12/2/2021 10:27,12/2/2021 10:27,12/2/2021 10:27,12/2/2021 10:27,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,2005.62
1055,9,SO0000160,10,0,B00001973,SO0000160,EBUS_CD,ECOBUS CO650O CH=2000,1022.4,pcs,5,pcs,12/2/2021 10:37,12/2/2021 10:37,12/2/2021 10:37,12/2/2021 10:37,12/2/2021 10:37,12/1/2021 10:37,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,1022.4
1055,9,SO0000160,20,0,B00001973,SO0000160,S_HYD_CD,Car Door HYDRA,0,pcs,1,pcs,12/2/2021 10:37,12/2/2021 10:37,12/2/2021 10:37,12/2/2021 10:37,12/2/2021 10:37,12/1/2021 10:37,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,0
1055,10,SO0000016,10,0,B00001973,,S_AEVO_CD,Car Door AUGUSTAEVO,589.88,pcs,1,pcs,12/3/2021 12:22,12/3/2021 12:22,12/3/2021 12:22,12/3/2021 12:22,12/3/2021 12:22,12/3/2021 12:22,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,589.88
1055,13,SO0000033,10,0,B00001973,,S_HYD_CD,Car Door HYDRA,916.63,pcs,1,pcs,12/6/2021 5:40,12/6/2021 5:40,12/6/2021 5:40,12/6/2021 5:40,12/6/2021 5:40,12/6/2021 5:40,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,971.54
1055,13,SO0000087,10,0,B00001973,,S_EBUS_CD,Car Door ECOBUS,1022.4,pcs,1,pcs,12/6/2021 8:28,12/6/2021 8:28,12/6/2021 8:28,12/6/2021 8:28,12/6/2021 8:28,12/6/2021 8:28,,0,pcs,Open,Approve the Sales Order,PR-003,ES01N0301,Multiple,No,No,1022.4
1055,13,SO0000042,10,0,B00001973,SO0000042,WIV_LD,AUGUSTCO800L CH=2000,0,pcs,1,pcs,12/6/2021 12:18,12/6/2021 12:18,12/6/2021 12:18,12/6/2021 12:18,12/6/2021 12:18,12/3/2021 12:18,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,0
1055,13,SO0000055,10,0,B00001973,SO0000055,WIV_LD,AUGUSTCO800L CH=2000,0,pcs,1,pcs,12/6/2021 12:18,12/6/2021 12:18,12/6/2021 12:18,12/6/2021 12:18,12/6/2021 12:18,12/3/2021 12:18,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,0
1055,0,SO0000054,10,0,B00001973,SO0000054,EBUS_CD,ECOBUS CO500O CH=2000,1013.73,pcs,4,pcs,12/7/2021 7:18,12/7/2021 7:18,12/7/2021 7:18,12/7/2021 7:18,12/7/2021 7:18,12/6/2021 7:18,11/11/2021 10:33,4,pcs,Delivered,Deleting line.....,,ES01N0301,Multiple,No,No,1013.73
1055,0,SO0000054,20,0,B00001973,SO0000054,EBUS_CD           001,ECOBUS CO1100 CH=2100,1133.3,pcs,5,pcs,12/7/2021 7:18,12/7/2021 7:18,12/7/2021 7:18,12/7/2021 7:18,12/7/2021 7:18,12/6/2021 7:18,11/11/2021 11:05,5,pcs,Delivered,Deleting line.....,,ES01N0301,Multiple,No,No,1133.3
1055,15,SO0000176,10,0,B00010345,,S_EBUS_CD,Car Door ECOBUS,0,pcs,1,pcs,12/8/2021 11:44,12/8/2021 11:44,12/8/2021 11:44,12/8/2021 11:44,12/8/2021 11:44,12/8/2021 11:44,,0,pcs,Open,Approve the Sales Order,,,Multiple,No,No,0
1055,16,SO0000043,10,0,B00001973,SO0000043,S_HYD_CD,Car Door HYDRA,938.75,pcs,1,pcs,12/9/2021 7:30,12/9/2021 7:30,12/9/2021 7:30,12/9/2021 7:30,12/9/2021 7:30,12/8/2021 7:30,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,916.88
1055,16,SO0000041,10,0,B00001973,SO0000041,EBUS_CD,ECOBUS CO650O CH=2000,1022.4,pcs,3,pcs,12/9/2021 12:03,12/9/2021 12:03,12/9/2021 12:03,12/9/2021 12:03,12/9/2021 12:03,12/8/2021 12:03,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,1022.4
1055,19,SO0000121,10,0,B00001973,SO0000121,S_EBUS_CD,ECOBUS CO650O CH=2000,1022.4,pcs,1,pcs,12/12/2021 12:55,12/12/2021 12:55,12/12/2021 12:55,12/12/2021 12:55,12/12/2021 12:55,12/10/2021 0:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,1022.4
1055,19,SO0000121,20,0,B00001973,,S_EBUS_CD,Car Door ECOBUS,1022.4,pcs,1,pcs,12/12/2021 12:55,12/12/2021 12:55,12/12/2021 12:55,12/12/2021 12:55,12/12/2021 12:55,12/12/2021 12:55,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,1022.4
1055,19,SO0000122,10,0,B00001973,SO0000122,S_EBUS_CD,ECOBUS CO650O CH=2000,1022.4,pcs,1,pcs,12/12/2021 13:02,12/12/2021 13:02,12/12/2021 13:02,12/12/2021 13:02,12/12/2021 13:02,12/10/2021 0:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,1022.4
1055,19,SO0000122,20,0,B00001973,SO0000122,S_EBUS_CD         001,ECOBUS CO700O CH=2000,1022.4,pcs,1,pcs,12/12/2021 13:02,12/12/2021 13:02,12/12/2021 13:02,12/12/2021 13:02,12/12/2021 13:02,12/10/2021 0:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,1022.4
1055,19,SO0000123,10,0,B00001973,SO0000123,S_EBUS_CD,ECOBUS CO650O CH=2000,1022.4,pcs,1,pcs,12/12/2021 13:09,12/12/2021 13:09,12/12/2021 13:09,12/12/2021 13:09,12/12/2021 13:09,12/10/2021 0:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,1022.4
1055,19,SO0000123,20,0,B00001973,,S_EBUS_CD,Car Door ECOBUS,1022.4,pcs,1,pcs,12/12/2021 13:09,12/12/2021 13:09,12/12/2021 13:09,12/12/2021 13:09,12/12/2021 13:09,12/12/2021 13:09,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,1022.4
1055,20,SO0000062,10,0,B00001973,SO0000062,WIV_LD,AUGUSTCO900L CH=2100,0,pcs,1,pcs,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/10/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,"DORFSTRASSE 2, HAUS A",ES01N0301,Multiple,No,No,0
1055,20,SO0000062,20,0,B00001973,SO0000062,WIV_LD            001,AUGUSTCO900L CH=2100,0,pcs,1,pcs,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/10/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,"DORFSTRASSE 2, HAUS A",ES01N0301,Multiple,No,No,0
1055,20,SO0000062,30,0,B00001973,SO0000062,WIV_LD            002,AUGUSTCO900L CH=2100,0,pcs,1,pcs,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/10/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,"DORFSTRASSE 2, HAUS A",ES01N0301,Multiple,No,No,0
1055,20,SO0000062,40,0,B00001973,SO0000062,WIV_LD            003,AUGUSTCO900L CH=2100,0,pcs,1,pcs,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/13/2021 1:00,12/10/2021 1:00,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,"DORFSTRASSE 2, HAUS A",ES01N0301,Multiple,No,No,0
1055,20,SO0000072,10,0,B00001973,SO0000072,S_HYD_CD,Car Door HYDRA,0,pcs,2,pcs,12/13/2021 4:05,12/13/2021 4:05,12/13/2021 4:05,12/13/2021 4:05,12/13/2021 4:05,12/10/2021 4:05,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,0
1055,20,SO0000072,20,0,B00001973,SO0000072,S_HYD_CD          001,Car Door HYDRA,0,pcs,3,pcs,12/13/2021 4:05,12/13/2021 4:05,12/13/2021 4:05,12/13/2021 4:05,12/13/2021 4:05,12/10/2021 4:05,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,0
1055,20,SO0000053,10,0,B00001973,SO0000053,EBUS_CD,ECOBUS CO650O CH=2000,1022.4,pcs,1,pcs,12/13/2021 4:53,12/13/2021 4:53,12/13/2021 4:53,12/13/2021 4:53,12/13/2021 4:53,12/10/2021 4:53,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,PR-EW-001,ES01N0301,Multiple,No,No,1022.4
1055,20,SO0000053,20,0,B00001973,SO0000053,WIV_LD,AUGUSTCO800L CH=2000,0,pcs,1,pcs,12/13/2021 4:53,12/13/2021 4:53,12/13/2021 4:53,12/13/2021 4:53,12/13/2021 4:53,12/10/2021 4:53,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,PR-EW-001,ES01N0301,Multiple,No,No,0
1055,20,SO0000031,10,0,B00010441,SO0000031,EBUS_CD,ECOBUS CO650O CH=2000,0,pcs,1,pcs,12/13/2021 6:05,12/13/2021 6:05,12/13/2021 6:05,12/13/2021 6:05,12/13/2021 6:05,12/10/2021 6:05,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,,ES01N0301,Multiple,No,No,0
1055,20,SO0000127,10,0,B00001973,,S_EBUS_CD,Car Door ECOBUS,1022.4,pcs,4,pcs,12/13/2021 7:04,12/13/2021 7:04,12/13/2021 7:04,12/13/2021 7:04,12/13/2021 7:04,12/13/2021 7:04,,0,pcs,Open,Generate (Project PCS) Structure for Sales Orders,,ES01N0301,Multiple,No,No,1022.4
1055,20,SO0000057,10,0,B00001973,,S_EBUS_CD,Car Door ECOBUS,1198.67,pcs,1,pcs,12/13/2021 7:30,12/13/2021 7:30,12/13/2021 7:30,12/13/2021 7:30,12/13/2021 7:30,12/13/2021 7:30,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,1198.67
1055,20,SO0000134,10,0,B00001973,,S_WIV_LD,Lnd Door WIV,0,pcs,3,pcs,12/13/2021 9:49,12/13/2021 9:49,12/13/2021 9:49,12/13/2021 9:49,12/13/2021 9:49,12/13/2021 9:49,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,0
1055,20,SO0000111,10,0,B00001973,,S_EBUS_CD,Car Door ECOBUS,1022.4,pcs,1,pcs,12/13/2021 9:57,12/13/2021 9:57,12/13/2021 9:57,12/13/2021 9:57,12/13/2021 9:57,12/13/2021 9:57,,0,pcs,Open,Approve the Sales Order,,ES01N0301,Multiple,No,No,1022.4
1055,20,SO0000059,10,0,B00001973,SO0000059,EBUS_CD,ECOBUS CO650O CH=2000,1009.28,pcs,1,pcs,12/13/2021 10:40,12/13/2021 10:40,12/13/2021 10:40,12/13/2021 10:40,12/13/2021 10:40,12/10/2021 10:40,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,PR,ES01N0301,Multiple,No,No,1009.28
1055,20,SO0000059,20,0,B00001973,SO0000059,WIV_LD,AUGUSTCO800L CH=2000,0,pcs,1,pcs,12/13/2021 10:40,12/13/2021 10:40,12/13/2021 10:40,12/13/2021 10:40,12/13/2021 10:40,12/10/2021 10:40,,0,pcs,Open,Print Sales Order Acknowledgements/RMAs,PR,ES01N0301,Multiple,No,No,0
